Node,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Clustering Coefficient
Knowledge Preservation,3,0.001016260162601626,0.0,0.204599314651881,1.0
Knowledge Graph,42,0.014227642276422764,0.012102153032039313,0.22701880268322605,0.13356562137049943
11585_960101,1,0.00033875338753387534,0.0,0.17687681540645592,0.0
Topic Modelling,16,0.005420054200542005,0.004058267878510707,0.17134891420931603,0.39166666666666666
Mitao,10,0.0033875338753387536,0.0008103219798717812,0.17125583195623717,0.8222222222222222
Tool,4,0.0013550135501355014,0.0010843322597915916,0.1412004078797133,0.16666666666666666
11585_809880,1,0.00033875338753387534,0.0,0.12003557963933491,0.0
Text Analysis,12,0.004065040650406504,0.0015492884249111536,0.18685376508511703,0.5909090909090909
Discourse Analysis,9,0.003048780487804878,0.0,0.17120932874335984,1.0
Topics,9,0.003048780487804878,0.0,0.17120932874335984,1.0
Frames,14,0.0047425474254742545,0.0008089363804749333,0.1822801063849513,0.5054945054945055
Discourse,9,0.003048780487804878,0.0,0.17120932874335984,1.0
Themes,9,0.003048780487804878,0.0,0.17120932874335984,1.0
Visualization,53,0.017953929539295393,0.015014547202483505,0.2071764144530821,0.13497822931785197
Python,25,0.008468834688346883,0.0058070698336102925,0.194201300200887,0.19333333333333333
11585_778658,1,0.00033875338753387534,0.0,0.15629818740345722,0.0
Crossref Citation Data,4,0.0013550135501355014,0.0,0.18095481335086958,1.0
Open Citation Data,18,0.006097560975609756,0.0020500454661508084,0.2117215876378598,0.3202614379084967
Reproducible Bibliometrics,5,0.0016937669376693768,0.0005422809226397923,0.1809721262874703,0.6
10.1007/s11192-019-03217-6,1,0.00033875338753387534,0.0,0.14761359949716243,0.0
Data Model,7,0.0023712737127371273,0.000636718174100312,0.20774526787003178,0.38095238095238093
10.1007/978-3-030-62466-8_28,1,0.00033875338753387534,0.0,0.16495340228103597,0.0
https://hdl.handle.net/11585/918080,1,0.00033875338753387534,0.0,0.14132700716950386,0.0
Companion Robots,3,0.001016260162601626,0.0,0.21238722927876033,1.0
Ontologies,92,0.03116531165311653,0.09074241298838405,0.2592189480549047,0.062111801242236024
http://ceur-ws.org/Vol-1935/paper-06.pdf,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Social Robots Design,1,0.00033875338753387534,0.0,0.00033875338753387534,0.0
10.1016/j.websem.2021.100683,1,0.00033875338753387534,0.0,0.00033875338753387534,0.0
Covid-19,26,0.008807588075880758,0.013965765706496963,0.194721089556994,0.2
Sars-Cov-2,8,0.0027100271002710027,0.0,0.16684490288053624,1.0
Digital Health,8,0.0027100271002710027,0.0,0.16684490288053624,1.0
Ehealth,8,0.0027100271002710027,0.0,0.16684490288053624,1.0
Impact,13,0.004403794037940379,0.0014429792684791194,0.17245812034615607,0.48717948717948717
Covid-19 Literature,8,0.0027100271002710027,0.0,0.16684490288053624,1.0
Mitigate,8,0.0027100271002710027,0.0,0.16684490288053624,1.0
Pandemic,8,0.0027100271002710027,0.0,0.16684490288053624,1.0
Review,18,0.006097560975609756,0.015554862604479714,0.18791184819756004,0.24183006535947713
10.2196/22280,1,0.00033875338753387534,0.0,0.15219831541331183,0.0
Analysis Of Linked Data,8,0.0027100271002710027,0.0,0.18367844862659152,1.0
Exploratory Search,8,0.0027100271002710027,0.0,0.18367844862659152,1.0
Knowledge Exploration,8,0.0027100271002710027,0.0,0.18367844862659152,1.0
Knowledge Patterns,19,0.006436314363143632,0.004884315228595185,0.21426378159907564,0.3157894736842105
Visual Exploration,8,0.0027100271002710027,0.0,0.18367844862659152,1.0
Information Systems,45,0.01524390243902439,0.006513766343488796,0.19456085825515734,0.1707070707070707
Computer Science Applications,45,0.01524390243902439,0.012220498504142844,0.22200946760054455,0.19696969696969696
Computer Vision And Pattern Recognition,41,0.013888888888888888,0.005593189906281051,0.22089462384171896,0.2304878048780488
Computer Networks And Communications,32,0.01084010840108401,0.005943498354424309,0.21580384072522985,0.23387096774193547
10.3233/SW-160222,1,0.00033875338753387534,0.0,0.16999376866690388,0.0
Knowledge Graph Testing,2,0.0006775067750677507,0.0,0.16209792304024676,1.0
Extreme Design,2,0.0006775067750677507,0.0,0.16209792304024676,1.0
Arco,8,0.0027100271002710027,0.0016259244259674047,0.20321451052391917,0.39285714285714285
10.13140/RG.2.2.25162.18885,1,0.00033875338753387534,0.0,0.16208403290116877,0.0
Recurrent Situations,1,0.00033875338753387534,0.0,0.00033875338753387534,0.0
10.3233/SSW210013,1,0.00033875338753387534,0.0,0.00033875338753387534,0.0
Atlas Of Paths,2,0.0006775067750677507,0.0,0.1800933698901875,1.0
Cultural Heritage,47,0.01592140921409214,0.01619106255223106,0.2271278414933525,0.09990749306197964
Formal Ontology,10,0.0033875338753387536,0.0035875807532557056,0.20417969170516403,0.2222222222222222
https://hdl.handle.net/11585/594041,1,0.00033875338753387534,0.0,0.16269745948362632,0.0
Mathematics,16,0.005420054200542005,0.0005422809226397923,0.208317253739718,0.875
10.1007/978-3-319-68130-6_1,1,0.00033875338753387534,0.0,0.16531381436432788,0.0
Ontology Network,15,0.00508130081300813,0.0021523725112394727,0.20663323836100497,0.4
Knowledge Graphs,29,0.009823848238482384,0.013890970672266157,0.2262855202723579,0.11083743842364532
ArCo ontology network and LOD on Italian Cultural Heritage,1,0.00033875338753387534,0.0,0.1764313649805652,0.0
Ontology Design,9,0.003048780487804878,0.0024273655499667947,0.18558876216215067,0.25
10.1007/978-3-030-30796-7_3,1,0.00033875338753387534,0.0,0.17621768808986765,0.0
Comprehensive Geriatric Assessment,3,0.001016260162601626,0.0,0.198751777236171,1.0
Robotics,13,0.004403794037940379,0.005252023708964569,0.21019231736377814,0.24358974358974358
http://ceur-ws.org/Vol-1935/paper-05.pdf,1,0.00033875338753387534,0.0,0.16649244467534896,0.0
Altmetrics,17,0.005758807588075881,0.007318682627591994,0.1836427829084116,0.25735294117647056
Bibliometric Indicators,7,0.0023712737127371273,0.002706812903439099,0.149539146490366,0.42857142857142855
Correlation Analysis,3,0.001016260162601626,0.0,0.14948005879221113,1.0
Research Quality,4,0.0013550135501355014,0.0005422809226397923,0.14949187259595664,0.5
10.1007/s11192-018-2988-z,1,0.00033875338753387534,0.0,0.1259754021949144,0.0
Epidemic,3,0.001016260162601626,0.0,0.15948740842804718,1.0
Community,3,0.001016260162601626,0.0,0.15948740842804718,1.0
10.1093/eurpub/ckaa166.601,1,0.00033875338753387534,0.0,0.1566347022156873,0.0
10.1007/978-3-030-01379-0_4,0,0.0,0.0,0.0,0.0
Frame Semantics,34,0.011517615176151762,0.019694324402857045,0.22289897053460284,0.10160427807486631
Knowledge Representation,17,0.005758807588075881,0.007749255977295561,0.1937437943210734,0.20588235294117646
Machine Reading,8,0.0027100271002710027,0.00027218620383342795,0.21117792385359377,0.6428571428571429
Ontology Engineering,29,0.009823848238482384,0.009552903031434728,0.22453949002334275,0.2019704433497537
FrODO: Generating Ontologies from Competency Questions in One Click,1,0.00033875338753387534,0.0,0.1753681312772705,0.0
Reminiscence,3,0.001016260162601626,0.0,0.21238722927876033,1.0
http://ceur-ws.org/Vol-1935/paper-07.pdf,1,0.00033875338753387534,0.0,0.19582986478482653,0.0
Social Robots,6,0.002032520325203252,0.0018281966369183016,0.21580384072522985,0.4
Geriatric Assessment,3,0.001016260162601626,0.0,0.17248957358714567,1.0
Reminiscence Therapy,4,0.0013550135501355014,0.0005422809226397923,0.17250530451040946,0.5
10.1007/978-3-030-05249-2_6,1,0.00033875338753387534,0.0,0.1419314672436887,0.0
Cultural Heritage Knowledge Graph,3,0.001016260162601626,0.0,0.1672727859883834,1.0
Ontology Design Patterns,31,0.010501355013550135,0.009189667667804876,0.21098947729577683,0.15268817204301074
Ontology Testing,5,0.0016937669376693768,0.0005733597494046748,0.1790026179574751,0.4
Ontology Evaluation,5,0.0016937669376693768,0.0005733597494046742,0.1790026179574751,0.4
10.3233/SW-200422,1,0.00033875338753387534,0.0,0.14630061597622707,0.0
Clean Water,8,0.0027100271002710027,0.0,0.17034588112001436,1.0
Environmental Data,8,0.0027100271002710027,0.0,0.17034588112001436,1.0
Health,8,0.0027100271002710027,0.0,0.17034588112001436,1.0
Modular Ontology Design,8,0.0027100271002710027,0.0,0.17034588112001436,1.0
Pattern-Based Design,8,0.0027100271002710027,0.0,0.17034588112001436,1.0
Sanitation,8,0.0027100271002710027,0.0,0.17034588112001436,1.0
Water Quality,9,0.003048780487804878,0.0005422809226397923,0.17036122344921548,0.7777777777777778
https://ceur-ws.org/Vol-3636/,1,0.00033875338753387534,0.0,0.14047684099195243,0.0
Academic Assessment,9,0.003048780487804878,0.0,0.2010117602504399,1.0
Asn,11,0.0037262872628726286,0.0016209403262946113,0.208754073938488,0.7090909090909091
Data Processing,9,0.003048780487804878,0.0,0.2010117602504399,1.0
Informetrics,9,0.003048780487804878,0.0,0.2010117602504399,1.0
Machine Learning,114,0.03861788617886179,0.10444419029517875,0.2591124197200876,0.05946281633286757
National Scientific Habilitation,9,0.003048780487804878,0.0,0.2010117602504399,1.0
Predictive Models,9,0.003048780487804878,0.0,0.2010117602504399,1.0
Research Evaluation,11,0.0037262872628726286,0.0016209403262946113,0.208754073938488,0.7090909090909091
Scientometrics,28,0.009485094850948509,0.009954497438245374,0.20949392667589317,0.23544973544973544
10.7717/peerj-cs.199,1,0.00033875338753387534,0.0,0.16605396049132118,0.0
Data Modeling,14,0.0047425474254742545,0.001277820797755225,0.2001397380125531,0.5054945054945055
Interoperability,21,0.007113821138211382,0.0030580729904633166,0.19038959878778455,0.22857142857142856
Linked Open Data For Smart Cities,9,0.003048780487804878,0.0,0.17971692769184225,1.0
Rdf Data Processing,9,0.003048780487804878,0.0,0.17971692769184225,1.0
Semantics And Egovernment,9,0.003048780487804878,0.0,0.17971692769184225,1.0
Management Information Systems,16,0.005420054200542005,0.0010008113609380855,0.18453860136162337,0.43333333333333335
Information Systems And Management,16,0.005420054200542005,0.0017505424862112068,0.21940849831303091,0.5416666666666666
10.1016/j.bdr.2016.10.001,1,0.00033875338753387534,0.0,0.17222258617469174,0.0
Digital Publishing,5,0.0016937669376693768,0.0,0.20468787619918183,1.0
Document Conversion,5,0.0016937669376693768,0.0,0.20468787619918183,1.0
Rash,20,0.006775067750677507,0.0016624231775576852,0.20926215996865133,0.4105263157894737
Semantic Publishing,37,0.012533875338753388,0.013104338979636752,0.22742823902328238,0.11411411411411411
Xslt,6,0.002032520325203252,0.0005422809226397923,0.2047100285667359,0.6666666666666666
10.7717/peerj-cs.132,1,0.00033875338753387534,0.0,0.1630340168899017,0.0
Linked Open Data,83,0.028116531165311653,0.06244695944089212,0.24849194219083548,0.05171907140758154
10.1007/978-3-319-54499-1_1,1,0.00033875338753387534,0.0,0.17694299943467162,0.0
Event Extraction,9,0.003048780487804878,0.003832100518827463,0.20582379368407397,0.4444444444444444
Knowledge Extraction,18,0.006097560975609756,0.006649397075220978,0.22174919858811715,0.17647058823529413
10.3233/SW-170255,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Natural Language Processing,72,0.024390243902439025,0.07387002011685968,0.24359570688430643,0.05046948356807512
Health Data,4,0.0013550135501355014,0.0,0.18685376508511703,1.0
Systematic Reviews,4,0.0013550135501355014,0.0,0.18685376508511703,1.0
Guidelines,4,0.0013550135501355014,0.0,0.18685376508511703,1.0
Evidence-Based,5,0.0016937669376693768,0.0005422809226397923,0.18687222524764271,0.6
10.3390/info13030117,1,0.00033875338753387534,0.0,0.151515593075668,0.0
Pattern-Based Ontology Modelling,6,0.002032520325203252,0.0,0.20533224749854967,1.0
Software Architecture,19,0.006436314363143632,0.00859573662040419,0.21356222919234952,0.24561403508771928
Software Engineering,42,0.014227642276422764,0.04554731438511286,0.22305668207035845,0.07317073170731707
Software Process,10,0.0033875338753387536,0.00043504657785207215,0.20616029034949748,0.6444444444444445
Software Quality,19,0.006436314363143632,0.003247255721386877,0.20813387587551052,0.26900584795321636
10.3233/SW-200372,1,0.00033875338753387534,0.0,0.1651983112625886,0.0
Ontology Reuse,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Ontology Selection,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Ontology Integration,3,0.001016260162601626,4.591709759862763e-07,0.0010162601626016261,0.3333333333333333
10.3233/SSW200033,1,0.00033875338753387534,0.0,0.0006097560975609756,0.0
Self-Citations,3,0.001016260162601626,0.0,0.16460888207785568,1.0
Longitudinal Study,9,0.003048780487804878,0.0016158404702898816,0.17272583909749242,0.5
Scientific Habilitation,4,0.0013550135501355014,0.0005422809226397923,0.1646232083513176,0.5
10.1007/s11192-020-03397-6,1,0.00033875338753387534,0.0,0.1365521703693791,0.0
10.1007/978-3-319-98192-5,1,0.00033875338753387534,0.0,0.202605041126461,0.0
10.1007/s11192-020-03809-7,1,0.00033875338753387534,0.0,0.14938561553914387,0.0
Dataset,2,0.0006775067750677507,0.0,0.1769761100258832,1.0
Visual Question Answering,3,0.001016260162601626,0.0005422809226397923,0.17699266996880691,0.3333333333333333
10.1007/978-3-030-95470-3_14,1,0.00033875338753387534,0.0,0.1449552198602682,0.0
Metaphor Semantics,3,0.001016260162601626,0.0,0.19908648183945266,1.0
Artificial Intelligence,100,0.03387533875338753,0.0944485719441024,0.25882877175104535,0.06767676767676768
10.3233/978-1-61499-910-2-159,1,0.00033875338753387534,0.0,0.1956071007194043,0.0
Hci Design And Evaluation Methods,2,0.0006775067750677507,0.0,0.19719773394043363,1.0
10.1145/3522686,1,0.00033875338753387534,0.0,0.16649244467534896,0.0
Music,18,0.006097560975609756,0.00496857048369348,0.20595826044824037,0.3006535947712418
Harmony,4,0.0013550135501355014,0.0,0.18326912740593349,1.0
Chord,5,0.0016937669376693768,0.0005422809226397923,0.18328688604231003,0.6
10.1038/s41597-023-02410-w,1,0.00033875338753387534,0.0,0.1491500286986784,0.0
Sequence Classification,3,0.001016260162601626,0.0,0.19672601809221418,1.0
Context-Free Grammar,3,0.001016260162601626,0.0,0.19672601809221418,1.0
10.1007/978-3-031-33455-9_10,1,0.00033875338753387534,0.0,0.16382475870055774,0.0
CREAI 2022 - Preface to the First Workshop on Artificial Intelligence and Creativity,1,0.00033875338753387534,0.0,0.1956071007194043,0.0
CREAI 2023 - Preface to the Second Workshop on Artificial Intelligence and Creativity,1,0.00033875338753387534,0.0,0.1956071007194043,0.0
Controlled Vocabularies,12,0.004065040650406504,0.0007892767544489638,0.20740358157419295,0.45454545454545453
Semantic Similarity,7,0.0023712737127371273,0.0,0.18811742058246042,1.0
String-Matching,7,0.0023712737127371273,0.0,0.18811742058246042,1.0
Natural Language Processing Systems,7,0.0023712737127371273,0.0,0.18811742058246042,1.0
Semantics,32,0.01084010840108401,0.00897430532597637,0.22432645445406063,0.2620967741935484
Vocabulary Control,8,0.0027100271002710027,0.0005422809226397923,0.1881361312867157,0.75
10.1007/978-3-031-15743-1_48,1,0.00033875338753387534,0.0,0.1523454143006314,0.0
Conversational Agents,4,0.0013550135501355014,0.0,0.18685376508511703,1.0
Human-Robot Interaction,4,0.0013550135501355014,0.0,0.18685376508511703,1.0
Socially Assistive Robotics,4,0.0013550135501355014,0.0,0.18685376508511703,1.0
Spoken Dialogue Systems,5,0.0016937669376693768,0.0005422809226397923,0.18687222524764271,0.6
10.1089/rej.2018.2075,1,0.00033875338753387534,0.0,0.151515593075668,0.0
Foundational Ontologies,4,0.0013550135501355014,0.0,0.22266282094839782,1.0
Common Sense Knowledge,5,0.0016937669376693768,0.0005422809226397923,0.2226890350784836,0.6
10.24963/ijcai.2018/551,1,0.00033875338753387534,0.0,0.17423734929593215,0.0
Conceptual Components,7,0.0023712737127371273,0.00013187928053810444,0.17837803319093168,0.5714285714285714
Empirical Knowledge Engineering,6,0.002032520325203252,0.0005730412165609624,0.1804886129729618,0.4666666666666667
Ontology Usability,5,0.0016937669376693768,0.0005422809226397923,0.1783275821586348,0.6
10.1145/3460210.3493542,1,0.00033875338753387534,0.0,0.14584938422057517,0.0
Perspectives,4,0.0013550135501355014,0.0,0.18307400928732476,1.0
Perspectivisation,4,0.0013550135501355014,0.0,0.18307400928732476,1.0
10.1017/9781108641104.016,1,0.00033875338753387534,0.0,0.17366146382268083,0.0
Dependency Parsing,10,0.0033875338753387536,0.001502091837993215,0.18376767356034582,0.3111111111111111
Semantic Parsing,8,0.0027100271002710027,0.0011448977035997986,0.1780087204928138,0.39285714285714285
Frame Semantic Parsing using Framester Knowledge Graphs,1,0.00033875338753387534,0.0,0.14563602278692944,0.0
Web Semantics,4,0.0013550135501355014,0.0010843322597915914,0.20685921521835512,0.16666666666666666
978-1-57735-785-8,1,0.00033875338753387534,0.0,0.16439428680311485,0.0
Computer Vision,18,0.006097560975609756,0.0076083425491781905,0.20910022816235235,0.7058823529411765
Explainability,10,0.0033875338753387536,0.012912806186686063,0.17644782313028354,0.26666666666666666
Hermeneutics,6,0.002032520325203252,0.0069656567142563595,0.204599314651881,0.4
Stable Diffusion,4,0.0013550135501355014,0.0005422809226397923,0.17607006087281388,0.5
10.1007/s42803-023-00077-8,1,0.00033875338753387534,0.0,0.14433580037822508,0.0
Metaphor Representation,2,0.0006775067750677507,0.0,0.20387159559782708,1.0
http://ceur-ws.org/Vol-2180/paper-17.pdf,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Frame,4,0.0013550135501355014,0.0,0.1827026624125026,1.0
Ontology Matching,4,0.0013550135501355014,0.0,0.1827026624125026,1.0
Integration,10,0.0033875338753387536,0.003333281491761127,0.21094241819523135,0.26666666666666666
10.1007/978-3-319-58694-6_9,1,0.00033875338753387534,0.0,0.15381968479764493,0.0
Data Visualization,11,0.0037262872628726286,0.009196492487049977,0.20907711550311037,0.10909090909090909
10.1145/3603163.3609035,1,0.00033875338753387534,0.0,0.16579197685657282,0.0
Inclusivity,6,0.002032520325203252,0.0,0.16658041954704003,1.0
Sign Language,6,0.002032520325203252,0.0,0.16658041954704003,1.0
Development Plans,6,0.002032520325203252,0.0,0.16658041954704003,1.0
Participatory Design,6,0.002032520325203252,0.0,0.16658041954704003,1.0
Robotic Community,6,0.002032520325203252,0.0,0.16658041954704003,1.0
Technology Development,7,0.0023712737127371273,0.0005422809226397923,0.16659509106540774,0.7142857142857143
10.1109/RO-MAN53752.2022.9900538,1,0.00033875338753387534,0.0,0.13790614347890345,0.0
Empirical Semantics,2,0.0006775067750677507,0.0,0.2082484491860222,1.0
10.1007/978-3-030-30793-6_4,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Intelligent Web Services,1,0.00033875338753387534,0.0,0.202605041126461,0.0
10.1109/ACCESS.2023.3250105,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Linked Data Visualization,4,0.0013550135501355014,0.0,0.16705119349612643,1.0
Pattern Instances,4,0.0013550135501355014,0.0,0.16705119349612643,1.0
Patterns Annotation,5,0.0016937669376693768,0.0005422809226397923,0.16706594806188302,0.6
https://ceur-ws.org/Vol-3011/,1,0.00033875338753387534,0.0,0.13822863665277985,0.0
Ontology Development,4,0.0013550135501355014,0.0005441290858181372,0.19029382937189532,0.3333333333333333
Photo Archives,6,0.002032520325203252,0.0008264751358066888,0.20903090550962974,0.4
10.1007/978-3-319-58694-6_34,1,0.00033875338753387534,0.0,0.16576291858352815,0.0
Music Structure Analysis,3,0.001016260162601626,0.0,0.17239524826436745,1.0
Structural Segmentation,3,0.001016260162601626,0.0,0.17239524826436745,1.0
Deep Learning,35,0.011856368563685637,0.018511877880756044,0.21961229118270514,0.0957983193277311
Chord Embeddings,4,0.0013550135501355014,0.0005422809226397923,0.1724109619867505,0.5
https://ceur-ws.org/Vol-3278/,1,0.00033875338753387534,0.0,0.1418675964866601,0.0
Providing tool support for unit testing in eXtreme Design,1,0.00033875338753387534,0.0,0.14630061597622707,0.0
Music Information Retrieval,15,0.00508130081300813,0.0013589266539056526,0.22035422459886297,0.47619047619047616
Computational Musicology,16,0.005420054200542005,0.0019009779910574654,0.22037989793273208,0.4166666666666667
https://archives.ismir.net/ismir2021/latebreaking/000020.pdf,1,0.00033875338753387534,0.0,0.17282052662920416,0.0
Framester,7,0.0023712737127371273,0.0016259244259674045,0.17517324170741244,0.3333333333333333
Role Oriented Knowledge Graphs,4,0.0013550135501355014,0.0,0.1751245869786723,1.0
Semantic Role Labeling,5,0.0016937669376693768,0.0005422809226397923,0.17514080221820735,0.6
10.1007/s13748-021-00241-7,1,0.00033875338753387534,0.0,0.14371073271209842,0.0
Computational Creativity,2,0.0006775067750677507,0.0,0.17646428435083866,1.0
Music Technology,3,0.001016260162601626,0.0005422809226397923,0.1764807486430901,0.3333333333333333
10.1145/3543507.3587428,1,0.00033875338753387534,0.0,0.14461167155631802,0.0
https://ceur-ws.org/Vol-3352/,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Knowledge Engineering,15,0.00508130081300813,0.0006292703709874953,0.20336745123714006,0.4666666666666667
Ontology Design Pattern,8,0.0027100271002710027,0.0,0.2020423695745182,1.0
The Music Meta Ontology: A Flexible Semantic Model for the Interoperability of Music Metadata,1,0.00033875338753387534,0.0,0.17282052662920416,0.0
Competency Questions,4,0.0013550135501355014,0.0005422809226397923,0.19777505896660805,0.5
10.1007/978-3-031-47243-5_17,1,0.00033875338753387534,0.0,0.15860478483620993,0.0
Wikidata,9,0.003048780487804878,0.0015538278963349332,0.18768809922173443,0.2777777777777778
https://ceur-ws.org/Vol-3262/paper2.pdf,1,0.00033875338753387534,0.0,0.1472917508142532,0.0
Raffaello,5,0.0016937669376693768,7.576321103773559e-06,0.0027664859981933153,0.4
Museologia,2,0.0006775067750677507,0.0,0.001897018970189702,1.0
Fruizione Pubblica,3,0.001016260162601626,2.9846113439107963e-06,0.0019528136457835166,0.3333333333333333
978-88-6923-887-1,1,0.00033875338753387534,0.0,0.001412673701205097,0.0
Artchives,4,0.0013550135501355014,0.0,0.19168227239122818,1.0
Archival Artistic Data,4,0.0013550135501355014,0.0,0.19168227239122818,1.0
Data Analysis,13,0.004403794037940379,0.004082048140539271,0.19967493549632,0.1794871794871795
Deterministic Rules,5,0.0016937669376693768,0.0005422809226397923,0.19170169899226103,0.6
10.1093/llc/fqac036,1,0.00033875338753387534,0.0,0.1546750072742366,0.0
Storia Dell'Arte,9,0.003048780487804878,1.1249688911663769e-05,0.003319783197831978,0.5
Restauro,3,0.001016260162601626,0.0,0.0024590986650607246,1.0
Raccolte D'Arte,4,0.0013550135501355014,2.9846113439107963e-06,0.0025536793829476754,0.5
Raffaello. Mito e percezione,1,0.00033875338753387534,0.0,0.001702452921965117,0.0
Amr,3,0.001016260162601626,0.0,0.17370930883980526,1.0
Fred,3,0.001016260162601626,0.0,0.17370930883980526,1.0
Formal Translation,4,0.0013550135501355014,0.0005422809226397923,0.17372526303789856,0.5
10.1007/978-3-319-70407-4_9,1,0.00033875338753387534,0.0,0.1427562765250294,0.0
Knowledge Reconciliation,2,0.0006775067750677507,0.0,0.14374349600704,1.0
Frame Embeddings,2,0.0006775067750677507,0.0,0.14374349600704,1.0
10.1016/j.knosys.2017.08.014,1,0.00033875338753387534,0.0,0.14373257324898478,0.0
Co-Reference Resolution,3,0.001016260162601626,0.0,0.17692644878464497,1.0
Embeddings,3,0.001016260162601626,0.0,0.17692644878464497,1.0
Similarity Detection,4,0.0013550135501355014,0.0005422809226397923,0.17694299943467162,0.5
Frame Embeddings for Event-Based Knowledge Reconciliation,1,0.00033875338753387534,0.0,0.14492190192741644,0.0
10.1007/978-3-030-00072-1,1,0.00033875338753387534,0.0,0.202605041126461,0.0
Citation Data Curation,4,0.0013550135501355014,0.0,0.18102408498005929,1.0
Open Science,19,0.006436314363143632,0.0033968994152662633,0.19526382408967063,0.2573099415204678
10.3233/978-1-61499-894-5-123,1,0.00033875338753387534,0.0,0.17712526116271557,0.0
Continual Learning,3,0.001016260162601626,0.0005422809226397923,0.20165465500603832,0.3333333333333333
10.1007/978-3-319-70578-1_11,1,0.00033875338753387534,0.0,0.1610901604459751,0.0
Delphi Study,6,0.002032520325203252,0.0,0.17073027023708273,1.0
Information Systems Quality,6,0.002032520325203252,0.0,0.17073027023708273,1.0
Mixed Methods,6,0.002032520325203252,0.0,0.17073027023708273,1.0
10.1145/3230713,1,0.00033875338753387534,0.0,0.14997785156649537,0.0
