Node,Degree Centrality
Serverless,0.0030560271646859
Cloud Computing,0.0030560271646859
Authorship,0.0027164685908319
Edizione Critica,0.0027164685908319
Tacit Knowledge,0.0027164685908319
Digital Archive,0.0027164685908319
Estasi,0.0027164685908319
Letteratura Biblica,0.0027164685908319
Rule Of Law,0.0027164685908319
Scholarly Editions,0.0027164685908319
Libri Di Lettere,0.0027164685908319
Open Government,0.0027164685908319
Gioia,0.0027164685908319
Censura,0.0027164685908319
Jolie,0.0027164685908319
Porta,0.0027164685908319
Cannizzaro,0.0027164685908319
Scheduling,0.0027164685908319
Scartazzini,0.0027164685908319
Witte,0.0027164685908319
Fortuna,0.0027164685908319
Argument Mining,0.0027164685908319
Explicability,0.0027164685908319
Emozioni,0.0027164685908319
Piacere,0.0027164685908319
Edizioni Critiche Digitali,0.0027164685908319
Divertimento,0.0027164685908319
Html,0.0027164685908319
Digital Archives,0.0027164685908319
Human-Centered Design,0.0027164685908319
E-Learning,0.0027164685908319
Web Services Architecture,0.0027164685908319
Transfer Learning,0.0027164685908319
Outsider,0.0027164685908319
Felicità,0.0027164685908319
Guerre D'Italia,0.0027164685908319
Fast-Fashion Design,0.0027164685908319
Software: Control And Systems Engineering,0.0027164685908319
Storia Della Colonna Infame,0.0027164685908319
Tokenization,0.0027164685908319
And Digital Government,0.0027164685908319
Decentralized Web Technologies,0.0027164685908319
Accessible Graphs,0.0027164685908319
Accessibility In Scientific Documents,0.0027164685908319
Accessibility In Education,0.0027164685908319
Lettera Sul Romanticismo,0.0027164685908319
D'Azeglio,0.0027164685908319
Cesare,0.0027164685908319
Paleography,0.0027164685908319
Knowledge,0.0027164685908319
Legal Digital Contracts,0.0027164685908319
Pandemia,0.0027164685908319
Ricardian Contracts,0.0027164685908319
Pubblica Amministrazione,0.0027164685908319
Stato,0.0027164685908319
Library And Information Sciences,0.0027164685908319
Research Data Management,0.0027164685908319
Score-Driven Model,0.0027164685908319
Dlt,0.0027164685908319
Keywords,0.0027164685908319
Anomaly Detection,0.0027164685908319
Xml Schemas,0.0027164685908319
Data Reengineering,0.0027164685908319
Data Conversion,0.0027164685908319
Open Citations Corpus,0.0027164685908319
Pietro Maroncelli,0.0027164685908319
Network Connectivity,0.0027164685908319
Venice,0.0027164685908319
Advance Booking,0.0027164685908319
Ordinal Sem,0.0027164685908319
Small Areas,0.0027164685908319
High Performance Computing,0.0027164685908319
Romanticism,0.0027164685908319
Science Communication,0.0027164685908319
Bassani,0.0027164685908319
Challenge,0.0027164685908319
Erich Auerbach,0.0027164685908319
Citation Impact,0.0027164685908319
Image Schemas,0.0027164685908319
Service Portability,0.0027164685908319
Dati Personali,0.0027164685908319
Tommaseo,0.0027164685908319
Open Access,0.0027164685908319
Semantic Parsing,0.0027164685908319
Storytelling,0.0027164685908319
Advanced Search,0.0027164685908319
Health,0.0027164685908319
Environmental Data,0.0027164685908319
Clean Water,0.0027164685908319
Vocabulary Control,0.0027164685908319
Context-Awareness,0.0027164685908319
Internet Of Things (Iot),0.0027164685908319
Machine Reading,0.0027164685908319
Scrum,0.0027164685908319
Sars-Cov-2,0.0027164685908319
Pattern-Based Design,0.0027164685908319
Digital Health,0.0027164685908319
Ehealth,0.0027164685908319
Covid-19 Literature,0.0027164685908319
Mitigate,0.0027164685908319
User Engagement,0.0027164685908319
Arco,0.0027164685908319
Pandemic,0.0027164685908319
Analysis Of Linked Data,0.0027164685908319
Visual Exploration,0.0027164685908319
Knowledge Exploration,0.0027164685908319
Modular Ontology Design,0.0027164685908319
Exploratory Search,0.0027164685908319
Theory Of Explanations,0.0027164685908319
Ontology Design Pattern,0.0027164685908319
Dimensions Of Proximity,0.0027164685908319
Sanitation,0.0027164685908319
Serious Games,0.0027164685908319
Citizen Curation,0.0027164685908319
Corpora,0.0027164685908319
Conceptual Components,0.0023769100169779
High-Performance Computing,0.0023769100169779
Historical Sources,0.0023769100169779
Social Evaluation,0.0023769100169779
Citation-Based Metrics,0.0023769100169779
Digital Libraries,0.0023769100169779
Hci,0.0023769100169779
Power Modelings,0.0023769100169779
Distributed Queries,0.0023769100169779
Blogs,0.0023769100169779
Canzoniere,0.0023769100169779
Knowledge Transfer,0.0023769100169779
News Sites,0.0023769100169779
Explainable Ai,0.0023769100169779
Il Libro Delle Furie,0.0023769100169779
Fede,0.0023769100169779
Science And Society,0.0023769100169779
Bibliometric Indicators,0.0023769100169779
Audience,0.0023769100169779
Digital Tools,0.0023769100169779
Ariosto,0.0023769100169779
Apache Spark,0.0023769100169779
Autografi,0.0023769100169779
Conditional Random Fields,0.0023769100169779
Arts And Humanities,0.0023769100169779
"""Botteghe Oscure""",0.0023769100169779
Adele Gadda Lehr,0.0023769100169779
Istituzionalizzazione Dell'Anomia,0.0023769100169779
Academic Evaluation,0.0023769100169779
Scholarly Information,0.0023769100169779
Programming Language,0.0023769100169779
Letteratura Italiana Dell'Ottocento,0.0023769100169779
Federated Platforms,0.0023769100169779
Pier Paolo Pasolini,0.0023769100169779
'Officina',0.0023769100169779
Valentino Bompiani,0.0023769100169779
Reference Styles,0.0023769100169779
Test-Driven Development,0.0023769100169779
Moral Values,0.0023769100169779
Odp,0.0023769100169779
United Nations,0.0023769100169779
Cumulative Logit,0.0023769100169779
Insider Threat,0.0023769100169779
Semantic Similarity,0.0023769100169779
String-Matching,0.0023769100169779
Natural Language Processing Systems,0.0023769100169779
Web 2.0,0.0023769100169779
Publishing Process,0.0023769100169779
Concorrenza Sleale,0.0023769100169779
Pwo,0.0023769100169779
Social Software,0.0023769100169779
Ml For Legal Document,0.0023769100169779
Workflow Description,0.0023769100169779
Right To Know,0.0023769100169779
Change Detection,0.0023769100169779
Security,0.0023769100169779
Anorexia Nervosa,0.0023769100169779
Service Migration,0.0023769100169779
Monitoring,0.0023769100169779
Quality Of Service,0.0023769100169779
Legislation Compliance Checking,0.0023769100169779
Empirical Model Learning,0.0023769100169779
Autonomic Computing,0.0023769100169779
Etherpad,0.0023769100169779
Agile Methodologies,0.0023769100169779
Natural Language Processing For Legal Document,0.0023769100169779
Web Of Linked Data,0.0023769100169779
Artificial Intelligence And Law,0.0023769100169779
Iframenet,0.0023769100169779
Bibliographic Coupling,0.0023769100169779
Linguistica Generale,0.0023769100169779
Information And Data Management,0.0023769100169779
Quantum Probability Theory,0.0023769100169779
Letteratura Inglese,0.0023769100169779
Traduzione,0.0023769100169779
Lucrezio,0.0023769100169779
Human Rights Privacy,0.0023769100169779
Idilli,0.0023769100169779
Control And Systems Engineering,0.0023769100169779
Informatica Giuridica,0.0023769100169779
Interaction Design,0.0023769100169779
Technology Development,0.0023769100169779
Iliade,0.0023769100169779
Seneca,0.0023769100169779
Monti,0.0023769100169779
Diff,0.0023769100169779
Data Model,0.0023769100169779
Universal Dependencies,0.0023769100169779
Framester,0.0023769100169779
Argumentation Schemes,0.0023769100169779
Historiography,0.0023769100169779
Agile Software Development,0.0023769100169779
Trustworthiness,0.0023769100169779
Digital Identity,0.0023769100169779
Business Performance Analytics,0.0023769100169779
Linguistica Applicata,0.0023769100169779
University Of Bologna,0.0023769100169779
Change-Tracking,0.0023769100169779
Italian Renaissance Literature,0.0023769100169779
Glam,0.0023769100169779
Visual Analytics,0.0023769100169779
Ai And Law,0.0023769100169779
Customer Response,0.0020373514431239
Varianti Politiche,0.0020373514431239
Normative Documents,0.0020373514431239
Agile Ontology Development Methodology,0.0020373514431239
Owl 2 Dl,0.0020373514431239
Overlapping,0.0020373514431239
Parliamentary Documents,0.0020373514431239
Semantic Interoperability,0.0020373514431239
Reification,0.0020373514431239
Robotic Community,0.0020373514431239
Prepositions,0.0020373514431239
Conceptual Modelling,0.0020373514431239
Samod,0.0020373514431239
Critical Design,0.0020373514431239
Undo,0.0020373514431239
Hotelier’S Expectations About Tourism Demand,0.0020373514431239
Delphi Study,0.0020373514431239
Serendipitous Big Data Methodologies,0.0020373514431239
Antico Testamento,0.0020373514431239
Alfieri,0.0020373514431239
Verri,0.0020373514431239
Privacy And Data Protection,0.0020373514431239
Consumers,0.0020373514431239
Compliance,0.0020373514431239
Data Exploration,0.0020373514431239
Dynamic Digital Collections,0.0020373514431239
Quer Pasticciaccio Brutto De Via Merulana,0.0020373514431239
"""Paragone""",0.0020373514431239
Pattern-Based Ontology Modelling,0.0020373514431239
Chatbots,0.0020373514431239
Narratives,0.0020373514431239
Innovator,0.0020373514431239
Game Design,0.0020373514431239
Urbano Viii,0.0020373514431239
Federico Ubaldini,0.0020373514431239
Social Distance,0.0020373514431239
Consecration,0.0020373514431239
Codice Degli Abbozzi,0.0020373514431239
Archival Founds And Collections,0.0020373514431239
Optimisation,0.0020373514431239
De Rerum Natura,0.0020373514431239
Cms,0.0020373514431239
Judicial Documents,0.0020373514431239
Mobility-As-A-Service,0.0020373514431239
Digital Technologies And Inclusion In Cultural Heritage,0.0020373514431239
Semantic Digital Edition,0.0020373514431239
System Metaphors,0.0020373514431239
Photo Archives,0.0020373514431239
Structural Vector Autoregression,0.0020373514431239
Collezione Semantica,0.0020373514431239
Unesco World Heritage,0.0020373514431239
Language Models,0.0020373514431239
Digitale,0.0020373514431239
Sign Language,0.0020373514431239
Inclusivity,0.0020373514431239
Predictive Model,0.0020373514431239
Privacy Communication,0.0020373514431239
Interdisciplinarity,0.0020373514431239
Hpc,0.0020373514431239
Classification Tree,0.0020373514431239
Privacy Videos,0.0020373514431239
Text Similarity,0.0020373514431239
X-Ray Fluorescence (Xrf),0.0020373514431239
Legal Visualization,0.0020373514431239
Essence,0.0020373514431239
Hermeneutics,0.0020373514431239
Tempo,0.0020373514431239
European Union,0.0020373514431239
Parsing,0.0020373514431239
Extreme Value Regression,0.0020373514431239
University-Industry Collaborations,0.0020373514431239
Technology Innovation Management,0.0020373514431239
Bourdieu,0.0020373514431239
Sociologia,0.0020373514431239
Mercato De Beni Simbolici,0.0020373514431239
Pietà Religiosa E Devozione Artistica,0.0020373514431239
Chi Ha Creato I Creatori,0.0020373514431239
Glam Institutions,0.0020373514431239
Extreme Value Theory,0.0020373514431239
Nft Art,0.0020373514431239
Nfts,0.0020373514431239
Tail Analysis,0.0020373514431239
Criteri Di Edizione,0.0020373514431239
Decision Making,0.0020373514431239
Tourist Perceptions,0.0020373514431239
Artificial Intelligence Act,0.0020373514431239
Cultural Heritage Site,0.0020373514431239
Contestability,0.0020373514431239
Weak Efficiency,0.0020373514431239
Workflow,0.0020373514431239
Stochastic Seasonality Pattern,0.0020373514431239
Ermeneutica Digitale,0.0020373514431239
Citazioni Canoniche,0.0020373514431239
