Node,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Clustering Coefficient
10.5334/johd.190,1,0.0002390057361376673,0.0,0.15096257498142157,3.3912211399500804e-06,0.0
Crossref Citation Data,4,0.0009560229445506692,0.0,0.19620499666521432,0.0004140968230495169,1.0
Open Citation Data,19,0.004541108986615678,0.001450405935089179,0.2301192469107751,0.0025377134610069896,0.3508771929824561
Reproducible Bibliometrics,5,0.0011950286806883365,0.0004006474352850402,0.19621809358776054,0.0004145540245774138,0.6
10.1007/s11192-019-03217-6,1,0.0002390057361376673,0.0,0.1590059641931217,1.3993197921695393e-05,0.0
Japan Link Center,5,0.0011950286806883365,0.0,0.19731126728676607,0.00034437610249886776,1.0
Citations,31,0.0074091778202676865,0.005547456329193473,0.22140116442255336,0.0019153532376490266,0.13118279569892474
Workflow,11,0.0026290630975143404,0.0005426288601106789,0.23058858331018522,0.002277996089372204,0.4727272727272727
10.5334/johd.178,1,0.0002390057361376673,0.0,0.16041163765556568,1.3147329248628483e-05,0.0
Data Model,15,0.0035850860420650094,0.0028447516503413853,0.23057049651252967,0.0037580724247310983,0.20952380952380953
10.1007/978-3-030-62466-8_28,1,0.0002390057361376673,0.0,0.18083932697866756,0.00012652194900217726,0.0
https://hdl.handle.net/11585/918080,1,0.0002390057361376673,0.0,0.14825960861644427,2.001807807918038e-06,0.0
Companion Robots,4,0.0009560229445506692,1.61841086223112e-05,0.22525235709105296,0.0020677036932549523,0.8333333333333334
Ontology,62,0.014818355640535373,0.020247907567073755,0.249367429592657,0.00708411604202974,0.10206240084611316
http://ceur-ws.org/Vol-1935/paper-06.pdf},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Social Robots Design,1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
10.1016/j.websem.2021.100683},1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
Smart Cities,3,0.0007170172084130018,0.0,0.2269216658976564,0.0019075908565779098,1.0
Open Data,68,0.016252390057361375,0.019042322554561737,0.23873493543719976,0.004403167418665358,0.13257243195785778
10.1145/2740908.2742133},1,0.0002390057361376673,0.0,0.20376703591004028,0.0007749561255443603,0.0
Machine Reading,26,0.006214149139579349,0.012221755010283464,0.2596540287994206,0.005412193647418106,0.26461538461538464
Semantic Publishing,88,0.021032504780114723,0.022332722044012418,0.25147944734692795,0.007518633858173616,0.06400208986415883
Spar Ontologies,57,0.013623326959847035,0.007620143436771069,0.245493841660117,0.007161768021216119,0.15664160401002505
10.1007/978-3-319-46565-4_22},1,0.0002390057361376673,0.0,0.1898929754546667,0.000241609209436726,0.0
Adjective Semantics,2,0.0004780114722753346,0.0,0.19012633465094372,0.00016359170361925765,1.0
Formal Ontology,12,0.0028680688336520073,0.0018997232537381198,0.2192870764668587,0.0010290500769032584,0.16666666666666666
Knowledge Extraction,37,0.00884321223709369,0.008799428264201157,0.24410756186997515,0.00382307896183121,0.08708708708708708
10.3233/978-1-61499-660-6-167},1,0.0002390057361376673,0.0,0.1890624684871521,0.0001289028942129422,0.0
Covid-19,40,0.009560229445506692,0.014122204919200463,0.2349754804187243,0.0023718380657147932,0.15128205128205127
Sars-Cov-2,16,0.0038240917782026767,0.0017867149211777394,0.23084209675186435,0.0020855175014277355,0.5333333333333333
Digital Heath,8,0.0019120458891013384,0.0,0.19187619190850136,0.0005890839925676541,1.0
Ehealth,8,0.0019120458891013384,0.0,0.19187619190850136,0.0005890839925676541,1.0
Impact,13,0.0031070745697896747,0.0009987015126283047,0.19550034982962494,0.0006090953343932131,0.48717948717948717
Covid-19 Literature,8,0.0019120458891013384,0.0,0.19187619190850136,0.0005890839925676541,1.0
Mitigate,8,0.0019120458891013384,0.0,0.19187619190850136,0.0005890839925676541,1.0
Pandemic,8,0.0019120458891013384,0.0,0.19187619190850136,0.0005890839925676541,1.0
Review,18,0.004302103250478011,0.009311508323437806,0.20947361647817578,0.010086544398530375,0.24183006535947713
10.2196/22280},1,0.0002390057361376673,0.0,0.16760039113052289,0.0003391587720466174,0.0
Semantic Search,4,0.0009560229445506692,0.0,0.23105983807878017,0.0016684326695173563,1.0
Wikipedia,21,0.005019120458891013,0.007822990347530333,0.23767329075341534,0.0020403990433344467,0.15714285714285714
Knowledge Pattern,10,0.002390057361376673,0.0007917463536694845,0.232779795695141,0.002186384277143147,0.3111111111111111
Artificial Intelligence,139,0.03322179732313575,0.10452537935244484,0.2781024843934003,0.016087355984207928,0.045563549160671464
Aemoo: Exploratory Search based on Knowledge,1,0.0002390057361376673,0.0,0.20883370702175624,0.0005418617503450664,0.0
Knowledge Engineering,30,0.007170172084130019,0.00487338755478007,0.23490037238598696,0.004158209327808052,0.17701149425287357
10.1145/2464464.2464519},1,0.0002390057361376673,0.0,0.18349208864158806,0.00014025810991279475,0.0
Analysis Of Linked Data,7,0.001673040152963671,0.0,0.19661181593460245,0.0007671241576286868,1.0
Exploratory Search,7,0.001673040152963671,0.0,0.19661181593460245,0.0007671241576286868,1.0
Knowledge Exploration,7,0.001673040152963671,0.0,0.19661181593460245,0.0007671241576286868,1.0
Knowledge Patterns,21,0.005019120458891013,0.001593425797377002,0.22977747674808416,0.002669953095447952,0.28095238095238095
Visual Exploration,7,0.001673040152963671,0.0,0.19661181593460245,0.0007671241576286868,1.0
Information Systems,85,0.02031548757170172,0.011254015199365454,0.23289045001095238,0.005435287959127706,0.09131652661064425
Computer Science Applicationscomputer Vision And Pattern Recognition,65,0.015535372848948374,0.010616276947386937,0.24617228540643507,0.0062621675114886335,0.14182692307692307
Computer Networks And Communications,66,0.01577437858508604,0.009137489737097599,0.24063058775689597,0.006058768213730708,0.12634032634032635
10.3233/SW-160222},1,0.0002390057361376673,0.0,0.18697005851916046,0.0002044719130720748,0.0
Knowledge Graph Testing,2,0.0004780114722753346,0.0,0.17472320851392303,0.00012401462335912924,1.0
Extreme Design,9,0.0021510516252390057,0.0010051923183658597,0.21676449082208105,0.001736995018373871,0.3611111111111111
Arco,10,0.002390057361376673,0.0010432365994061453,0.2192870764668587,0.00194007612014252,0.4
10.13140/RG.2.2.25162.18885},1,0.0002390057361376673,0.0,0.1738243309111372,6.543108281867513e-05,0.0
Collection,10,0.002390057361376673,0.00026915120857953485,0.20932445061868837,0.0013765631683563084,0.5555555555555556
Cultural Heritage,72,0.017208413001912046,0.02337993191858686,0.24953677929017323,0.007822263391095348,0.07237871674491393
Ontology Design Patterns,60,0.014340344168260038,0.01877160658796222,0.2492617027082372,0.005800361764698602,0.08926553672316384
Recurrent Events,5,0.0011950286806883365,0.00010793486384504392,0.2002413664876186,0.000543370990649099,0.3
http://ceur-ws.org/},3,0.0007170172084130018,3.861298747099789e-06,0.17733731057180507,6.212932246873078e-05,0.0
Recurrent Situations,1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
10.3233/SSW210013},1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
Ontology Desing Pattern,2,0.0004780114722753346,0.0,0.0006373486297004461,5.279184933900635e-48,1.0
Affordance,2,0.0004780114722753346,0.0,0.0006373486297004461,5.279184933900635e-48,1.0
Behavior Arbitration,4,0.0009560229445506692,5.713739807259558e-07,0.0009560229445506692,7.089539305984632e-48,0.16666666666666666
An Ontology Design Pattern for supporting behaviour arbitration in cognitive agents},1,0.0002390057361376673,0.0,0.0005462988254575252,3.025937709223083e-48,0.0
Mathematics (All),4,0.0009560229445506692,6.85648776871147e-07,0.0009560229445506692,4.361338849771672e-50,0.0
10.1007/978-3-319-68130-6_1},1,0.0002390057361376673,0.0,0.0005462988254575252,2.1806694248858354e-50,0.0
Ontology Network,16,0.0038240917782026767,0.0006987425051712522,0.2209020260042264,0.0022732723793975774,0.425
Knowledge Graphs,35,0.008365200764818356,0.013089090848106354,0.23992354391431936,0.0035892532364982708,0.11428571428571428
ArCo ontology network and LOD on Italian Cultural Heritage},1,0.0002390057361376673,0.0,0.18654291534701364,0.00012104855884608994,0.0
Ontology Design,25,0.0059751434034416824,0.004427764806969732,0.23698349403726549,0.003499180511726905,0.14333333333333334
10.1007/978-3-030-30796-7_3},1,0.0002390057361376673,0.0,0.20056927265544766,0.00039756652175367804,0.0
Atlas Of Paths,2,0.0004780114722753346,0.0,0.19555237227502933,0.0002983623436278806,1.0
10.1007/978-3-642-35176-1_5},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Comprehensive Geriatric Assessment,4,0.0009560229445506692,1.61841086223112e-05,0.211295518979172,0.0011859421490490315,0.8333333333333334
Robotics,19,0.004541108986615678,0.004481294381013571,0.23535174219681673,0.002827976358543048,0.17543859649122806
http://ceur-ws.org/Vol-1935/paper-05.pdf},1,0.0002390057361376673,0.0,0.18376739560129038,9.53387873191656e-05,0.0
Knowledge Management,20,0.004780114722753346,0.0038283915151423814,0.24000189908868722,0.0031121226281048157,0.29473684210526313
Characterising Citations in Scholarly Articles: An Experiment},1,0.0002390057361376673,0.0,0.18659027929657487,0.00010499261637776637,0.0
Citalo,2,0.0004780114722753346,0.0,0.1935183186331956,0.00026256116320069246,1.0
Citation Function,6,0.0014340344168260037,0.0016019040923632897,0.19356929145517193,0.0002637248274187046,0.06666666666666667
10.1007/978-3-642-41242-4_6},1,0.0002390057361376673,0.0,0.15726210464574367,8.902855123852117e-06,0.0
Data Handling,5,0.0011950286806883365,0.0,0.22155134609875196,0.0016080883318422168,1.0
Academic Conferences,5,0.0011950286806883365,0.0,0.22155134609875196,0.0016080883318422168,1.0
Open Sources,5,0.0011950286806883365,0.0,0.22155134609875196,0.0016080883318422168,1.0
10.1007/978-3-319-46547-0_16},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Bibliographic References,15,0.0035850860420650094,0.0006208503877074729,0.20063772165983487,0.0009327111706511564,0.3047619047619048
Biro,6,0.0014340344168260037,0.0,0.19369684106735904,0.00034481744640742576,1.0
C4O,6,0.0014340344168260037,0.0,0.19369684106735904,0.00034481744640742576,1.0
Citation Network,6,0.0014340344168260037,0.0,0.19369684106735904,0.00034481744640742576,1.0
Renhancer,6,0.0014340344168260037,0.0,0.19369684106735904,0.00034481744640742576,1.0
Spar,12,0.0028680688336520073,0.000883297790490729,0.2028950345139592,0.0007343416767972258,0.3787878787878788
http://ceur-ws.org/Vol-1155/paper-05.pdf},1,0.0002390057361376673,0.0,0.16336241302868962,2.4790394369590747e-05,0.0
Altmetrics,17,0.004063097514340344,0.004663003404613998,0.19832298340562954,0.00027946527010903817,0.25735294117647056
Bibliometric Indicators,7,0.001673040152963671,0.0020009516805022973,0.160507986242123,1.0155811098774728e-05,0.42857142857142855
Correlation Analysis,3,0.0007170172084130018,0.0,0.16046417708598945,1.0106016164409817e-05,1.0
Research Quality,5,0.0011950286806883365,0.0008011805957739353,0.16048169787837752,1.0128323159041548e-05,0.3
10.1007/s11192-018-2988-z},1,0.0002390057361376673,0.0,0.13469931998525597,3.416378604197453e-07,0.0
Epidemic,3,0.0007170172084130018,0.0,0.1839744185779347,9.243599333690361e-05,1.0
Community,3,0.0007170172084130018,0.0,0.1839744185779347,9.243599333690361e-05,1.0
10.1093/eurpub/ckaa166.601},1,0.0002390057361376673,0.0,0.1835379158365535,7.98989558800476e-05,0.0
Search,7,0.001673040152963671,0.0015895967259735458,0.2203390495493772,0.0012044443717201087,0.2857142857142857
9783642250729},1,0.0002390057361376673,0.0,0.1821955658880774,7.372177536136307e-05,0.0
978-3-319-07442-9},1,0.0002390057361376673,0.0,0.17515004826540195,6.466959829420701e-05,0.0
Theoretical Computer Science,83,0.019837476099426387,0.030002014443164065,0.2552794841544282,0.006183464769135303,0.060240963855421686
10.1007/978-3-030-01379-0_4},1,0.0002390057361376673,0.0,0.19569557686160982,0.00020860778456980233,0.0
Software,101,0.0241395793499044,0.04502944861528082,0.2574707243617623,0.00709641402261722,0.06495049504950495
10.1145/2740908.2742842},1,0.0002390057361376673,0.0,0.19698071835678085,0.0002394919497235037,0.0
16130073},1,0.0002390057361376673,0.0,0.1922023839439153,0.00023897311773948612,0.0
Frame Semantics,38,0.009082217973231357,0.019370151417049623,0.23580484999504578,0.0023318320747268673,0.11379800853485064
Knowledge Representation,17,0.004063097514340344,0.006092494777708471,0.21949994474598575,0.0011467038512317672,0.20588235294117646
Ontology Engineering,37,0.00884321223709369,0.008120623309843462,0.24553485299350494,0.005519329696878456,0.1906906906906907
FrODO: Generating Ontologies from Competency Questions in One Click},1,0.0002390057361376673,0.0,0.1899175126009976,0.00018613850212785232,0.0
Abstractive Summarisation,4,0.0009560229445506692,0.0,0.0010755258126195029,3.709569533846634e-39,1.0
Link Semantics,4,0.0009560229445506692,0.0,0.0010755258126195029,3.709569533846634e-39,1.0
Open Information Extraction,4,0.0009560229445506692,0.0,0.0010755258126195029,3.709569533846634e-39,1.0
Open Knowledge Extraction,4,0.0009560229445506692,0.0,0.0010755258126195029,3.709569533846634e-39,1.0
Relation Extraction,6,0.0014340344168260037,1.0284731653067205e-06,0.0014340344168260039,4.1008646344630386e-39,0.4
10.3233/SW-160221},1,0.0002390057361376673,0.0,0.0007822005909960021,9.988751670644822e-40,0.0
Egovernment,11,0.0026290630975143404,0.00167052920940445,0.21181317625293564,0.0008581207362374167,0.41818181818181815
Gis-Based Data Management,7,0.001673040152963671,0.0,0.20570631630778455,0.0006903409062756352,1.0
Linked Open Data Extraction And Publication,7,0.001673040152963671,0.0,0.20570631630778455,0.0006903409062756352,1.0
Open Data Applications,7,0.001673040152963671,0.0,0.20570631630778455,0.0006903409062756352,1.0
Human-Computer Interaction,26,0.006214149139579349,0.008441333195852751,0.23889014709778472,0.0043775336295487684,0.24
1707,7,0.001673040152963671,0.0,0.20570631630778455,0.0006903409062756352,1.0
10.1145/2611040.2611092},1,0.0002390057361376673,0.0,0.19698071835678085,0.0002394919497235037,0.0
10.1007/978-3-642-41242-4_30},1,0.0002390057361376673,0.0,0.15726210464574367,8.902855123852117e-06,0.0
Linked Open Data,118,0.02820267686424474,0.07864602722917778,0.2721043469442045,0.021922726976756426,0.04389395914819644
10.1016/j.knosys.2016.05.023},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Data Reengineering,13,0.0031070745697896747,0.00035227780330168647,0.2306971637135647,0.0025667527276212903,0.5641025641025641
Linked Open Dataset,4,0.0009560229445506692,0.0,0.19517583560442472,0.00036489930819955644,1.0
Scholarly Publications,4,0.0009560229445506692,0.0,0.19517583560442472,0.00036489930819955644,1.0
Semantic Enhancement,4,0.0009560229445506692,0.0,0.19517583560442472,0.00036489930819955644,1.0
Knowledge management of scholarly products: Semantic Lancet Project},1,0.0002390057361376673,0.0,0.1934546403447345,0.00025365830807684033,0.0
Reminiscence,4,0.0009560229445506692,1.61841086223112e-05,0.22525235709105296,0.002067703693254952,0.8333333333333334
http://ceur-ws.org/Vol-1935/paper-07.pdf},1,0.0002390057361376673,0.0,0.1922023839439153,0.00023897311773948612,0.0
Macja,2,0.0004780114722753346,0.0,0.19503339039531853,0.0004952675175135663,1.0
10.1007/978-3-319-25518-7_10},1,0.0002390057361376673,0.0,0.1898929754546667,0.000241609209436726,0.0
Social Robots,6,0.0014340344168260037,0.0006597797815160525,0.23057049651252967,0.0026295595225858085,0.5333333333333333
Geriatric Assessment,3,0.0007170172084130018,0.0,0.18607059501444745,0.00021383785658935056,1.0
Reminiscence Therapy,5,0.0011950286806883365,0.0008011805957739353,0.1860941542186782,0.00021430976511368742,0.3
10.1007/978-3-030-05249-2_6},1,0.0002390057361376673,0.0,0.15229215936370535,7.228183427729164e-06,0.0
10.1007/978-3-319-25518-7_1},1,0.0002390057361376673,0.0,0.0005462988254575252,2.1806694248858354e-50,0.0
Cultural Heritage Knowledge Graph,3,0.0007170172084130018,0.0,0.1922023839439153,0.00022285633055522404,1.0
Ontology Testing,5,0.0011950286806883365,0.0004025259080686462,0.19409331528809778,0.0004033637396131222,0.5
Ontology Evaluation,6,0.0014340344168260037,0.0008030590685575413,0.19410613180389863,0.0004038092830099399,0.3333333333333333
10.3233/SW-200422},1,0.0002390057361376673,0.0,0.1576162605918628,1.3626180804644051e-05,0.0
Clean Water,8,0.0019120458891013384,0.0,0.19292139266510738,0.00034144857174754753,1.0
Environmental Data,8,0.0019120458891013384,0.0,0.19292139266510738,0.00034144857174754753,1.0
Health,8,0.0019120458891013384,0.0,0.19292139266510738,0.00034144857174754753,1.0
Modular Ontology Design,8,0.0019120458891013384,0.0,0.19292139266510738,0.00034144857174754753,1.0
Pattern-Based Design,8,0.0019120458891013384,0.0,0.19292139266510738,0.00034144857174754753,1.0
Sanitation,8,0.0019120458891013384,0.0,0.19292139266510738,0.00034144857174754753,1.0
Water Quality,9,0.0021510516252390057,0.0004006474352850402,0.19293405487255452,0.0003418254420776155,0.7777777777777778
https://ceur-ws.org/Vol-3636/},1,0.0002390057361376673,0.0,0.15684256002765132,1.1536519009838197e-05,0.0
Academic Assessment,9,0.0021510516252390057,0.0,0.20667533291417006,0.0007017534308236223,1.0
Asn,11,0.0026290630975143404,0.0007563472140094633,0.21633376950531652,0.0009204793512367037,0.7090909090909091
Data Processing,9,0.0021510516252390057,0.0,0.20667533291417006,0.0007017534308236223,1.0
Informetrics,9,0.0021510516252390057,0.0,0.20667533291417006,0.0007017534308236223,1.0
Machine Learning,129,0.030831739961759082,0.07492859289524738,0.2672312054580219,0.014223124185861358,0.052931201550387594
National Scientific Habilitation,9,0.0021510516252390057,0.0,0.20667533291417006,0.0007017534308236222,1.0
Predictive Models,9,0.0021510516252390057,0.0,0.20667533291417006,0.0007017534308236222,1.0
Research Evaluation,11,0.0026290630975143404,0.0007563472140094633,0.21633376950531652,0.0009204793512367035,0.7090909090909091
Scientometrics,30,0.007170172084130019,0.005498944174968199,0.21899301646712663,0.001171080864350673,0.2160919540229885
10.7717/peerj-cs.199},1,0.0002390057361376673,0.0,0.17363950971931247,3.94719577769564e-05,0.0
Data Modeling,13,0.0031070745697896747,0.0005565038208791139,0.21884628201595002,0.001562428548106599,0.48717948717948717
Interoperability,34,0.008126195028680687,0.004149884990589699,0.23002920886127562,0.003061972976487688,0.21746880570409982
Linked Open Data For Smart Cities,8,0.0019120458891013384,0.0,0.1992100338871131,0.0007335984297299652,1.0
Rdf Data Processing,8,0.0019120458891013384,0.0,0.1992100338871131,0.0007335984297299652,1.0
Semantics And Egovernment,8,0.0019120458891013384,0.0,0.1992100338871131,0.0007335984297299652,1.0
Management Information Systems,15,0.0035850860420650094,0.0006745386856826064,0.2044899659157037,0.0009187764376757506,0.41904761904761906
Information Systems And Management,18,0.004302103250478011,0.0014211614124656116,0.237596448435034,0.003028905060905842,0.45098039215686275
10.1016/j.bdr.2016.10.001},1,0.0002390057361376673,0.0,0.1851330935910216,0.00010218444153146648,0.0
Digital Publishing,5,0.0011950286806883365,0.0,0.22166829500326074,0.0014189551399608302,1.0
Document Conversion,5,0.0011950286806883365,0.0,0.22166829500326074,0.0014189551399608302,1.0
Rash,23,0.005497131931166348,0.002116442164226268,0.2274836139946015,0.0025290436371752986,0.30434782608695654
Xslt,8,0.0019120458891013384,0.0012015994814666851,0.22171845376664964,0.001423657721922592,0.35714285714285715
10.7717/peerj-cs.132},1,0.0002390057361376673,0.0,0.1753485600118254,4.801798446824634e-05,0.0
10.1007/978-3-319-03524-6_29},1,0.0002390057361376673,0.0,0.18349208864158806,0.00014025810991279475,0.0
Knowledge Integration,4,0.0009560229445506692,0.0001598452384325489,0.2240334776341926,0.0012528086513021288,0.6666666666666666
